Date [dd.mm.yyyy],Time [hh:mm:ss],,Date / Time,Flow [kg/h],cum. mass [t],Density [kg/dm³],Temperature [°C],el. conductivity [mS/cm],BHP 201 [bar] at 550 m,BHP 201 [bar] at 630 m
10/13/2015,11:40:00,0:05:00,13/10/15 11:40,"2,074.39",54.14,1.1702,8.33,251.59,59.08,68.26
10/13/2015,11:45:00,0:05:00,13/10/15 11:45,"2,072.03",54.31,1.1702,8.33,251.55,59.08,68.27
10/13/2015,11:50:00,0:05:00,13/10/15 11:50,"2,062.99",54.48,1.1702,8.32,251.52,59.08,68.27
10/13/2015,11:55:00,0:05:00,13/10/15 11:55,"2,060.26",54.65,1.1702,8.32,251.57,59.08,68.26
10/13/2015,12:00:00,0:05:00,13/10/15 12:00,"2,056.82",54.82,1.1702,8.33,251.57,59.08,68.27
10/13/2015,12:05:00,0:05:00,13/10/15 12:05,"1,797.15",54.97,1.1702,8.35,251.84,59.08,68.26
10/13/2015,12:10:00,0:05:00,13/10/15 12:10,"1,681.29",55.11,1.1702,8.42,251.45,58.92,68.11
10/13/2015,12:15:00,0:05:00,13/10/15 12:15,"1,668.89",55.25,1.1702,8.42,251.4,58.76,67.95
10/13/2015,12:20:00,0:05:00,13/10/15 12:20,"1,658.93",55.39,1.1702,8.42,251.4,58.68,67.87
10/13/2015,12:25:00,0:05:00,13/10/15 12:25,"1,654.41",55.53,1.1702,8.43,251.39,58.64,67.82
10/13/2015,12:30:00,0:05:00,13/10/15 12:30,"1,648.95",55.67,1.1702,8.44,251.39,58.6,67.79
10/13/2015,12:35:00,0:05:00,13/10/15 12:35,"1,645.02",55.8,1.1702,8.44,251.33,58.58,67.76
10/13/2015,12:40:00,0:05:00,13/10/15 12:40,"1,641.72",55.94,1.1702,8.44,251.34,58.55,67.74
10/13/2015,12:45:00,0:05:00,13/10/15 12:45,"1,637.68",56.07,1.1702,8.44,251.3,58.53,67.71
10/13/2015,12:50:00,0:05:00,13/10/15 12:50,"1,631.82",56.21,1.1702,8.44,251.33,58.52,67.7
10/13/2015,12:55:00,0:05:00,13/10/15 12:55,"1,621.04",56.35,1.1702,8.44,251.48,58.49,67.68
10/13/2015,13:00:00,0:05:00,13/10/15 13:00,"1,618.21",56.48,1.1701,8.49,251.59,58.48,67.66
10/13/2015,13:05:00,0:05:00,13/10/15 13:05,"1,614.93",56.61,1.1701,8.53,251.37,58.46,67.65
10/13/2015,13:10:00,0:05:00,13/10/15 13:10,"1,615.96",56.75,1.1702,8.54,251.19,58.45,67.63
10/13/2015,13:15:00,0:05:00,13/10/15 13:15,"1,618.84",56.88,1.171,8.37,248.62,58.44,67.63
10/13/2015,13:20:00,0:05:00,13/10/15 13:20,"1,636.22",57.02,1.1719,7.6,250.73,58.43,67.62
10/13/2015,13:25:00,0:05:00,13/10/15 13:25,"1,630.86",57.16,1.172,7.32,252.76,58.41,67.61
10/13/2015,13:30:00,0:05:00,13/10/15 13:30,"1,628.12",57.29,1.172,7.24,253.15,58.41,67.61
10/13/2015,13:35:00,0:05:00,13/10/15 13:35,"1,625.39",57.43,1.172,7.19,253.46,58.4,67.59
10/13/2015,13:40:00,0:05:00,13/10/15 13:40,"1,623.37",57.56,1.172,7.16,253.63,58.39,67.59
10/13/2015,13:45:00,0:05:00,13/10/15 13:45,"1,621.94",57.7,1.172,7.16,253.64,58.38,67.58
10/13/2015,13:50:00,0:05:00,13/10/15 13:50,"1,620.04",57.83,1.172,7.14,253.64,58.37,67.57
10/13/2015,13:55:00,0:05:00,13/10/15 13:55,"1,613.03",57.96,1.172,7.13,253.73,58.37,67.56
10/13/2015,14:00:00,0:05:00,13/10/15 14:00,"1,611.58",58.1,1.172,7.12,253.84,58.35,67.55
10/13/2015,14:05:00,0:05:00,13/10/15 14:05,"1,603.52",58.23,1.1717,7.17,254.51,58.36,67.55
10/13/2015,14:10:00,0:05:00,13/10/15 14:10,"1,591.73",58.36,1.1716,7.34,254.02,58.34,67.54
10/13/2015,14:15:00,0:05:00,13/10/15 14:15,"1,590.48",58.5,1.1715,7.44,253.61,58.34,67.53
10/13/2015,14:20:00,0:05:00,13/10/15 14:20,"1,585.77",58.63,1.1714,7.5,253.4,58.33,67.52
10/13/2015,14:25:00,0:05:00,13/10/15 14:25,"1,583.37",58.76,1.1714,7.54,253.22,58.32,67.51
10/13/2015,14:30:00,0:05:00,13/10/15 14:30,"1,581.42",58.89,1.1714,7.57,253.05,58.32,67.51
10/13/2015,14:35:00,0:05:00,13/10/15 14:35,"1,580.58",59.02,1.1713,7.59,252.98,58.31,67.5
10/13/2015,14:40:00,0:05:00,13/10/15 14:40,"1,580.14",59.16,1.1713,7.59,252.89,58.31,67.5
10/13/2015,14:45:00,0:05:00,13/10/15 14:45,"1,579.49",59.29,1.1713,7.59,252.82,58.3,67.49
10/13/2015,14:50:00,0:05:00,13/10/15 14:50,"1,585.74",59.42,1.1713,7.59,252.82,58.3,67.49
10/13/2015,14:55:00,0:05:00,13/10/15 14:55,"1,642.84",59.56,1.1714,7.56,252.7,58.3,67.5
10/13/2015,15:00:00,0:05:00,13/10/15 15:00,"1,670.50",59.69,1.1713,7.56,253.04,58.35,67.54
10/13/2015,15:05:00,0:05:00,13/10/15 15:05,"1,668.57",59.83,1.1713,7.59,252.87,58.36,67.56
10/13/2015,15:10:00,0:05:00,13/10/15 15:10,"1,663.03",59.97,1.1713,7.6,252.87,58.38,67.57
10/13/2015,15:15:00,0:05:00,13/10/15 15:15,"1,662.92",60.11,1.1713,7.62,252.8,58.39,67.58
10/13/2015,15:20:00,0:05:00,13/10/15 15:20,"1,658.35",60.25,1.1713,7.63,252.77,58.38,67.57
10/13/2015,15:25:00,0:05:00,13/10/15 15:25,"1,661.03",60.39,1.1713,7.62,252.75,58.39,67.58
10/13/2015,15:30:00,0:05:00,13/10/15 15:30,"1,648.06",60.52,1.1713,7.64,252.79,58.38,67.57
10/13/2015,15:35:00,0:05:00,13/10/15 15:35,"1,648.58",60.66,1.1713,7.65,252.7,58.37,67.56
10/13/2015,15:40:00,0:05:00,13/10/15 15:40,"1,644.59",60.8,1.1713,7.63,252.81,58.36,67.56
10/13/2015,15:45:00,0:05:00,13/10/15 15:45,"1,644.04",60.93,1.1713,7.62,252.8,58.36,67.55
10/13/2015,15:50:00,0:05:00,13/10/15 15:50,"1,645.10",61.07,1.1713,7.6,252.88,58.36,67.56
10/13/2015,15:55:00,0:05:00,13/10/15 15:55,"1,641.94",61.21,1.1713,7.6,252.94,58.36,67.56
10/13/2015,16:00:00,0:05:00,13/10/15 16:00,"1,637.06",61.34,1.1713,7.59,252.98,58.35,67.54
10/13/2015,16:05:00,0:05:00,13/10/15 16:05,"1,635.56",61.48,1.1713,7.59,252.97,58.35,67.54
10/13/2015,16:10:00,0:05:00,13/10/15 16:10,"1,628.96",61.61,1.1712,7.57,253.04,58.34,67.54
10/13/2015,16:15:00,0:05:00,13/10/15 16:15,"1,628.86",61.75,1.1713,7.56,253.02,58.34,67.53
10/13/2015,16:20:00,0:05:00,13/10/15 16:20,"1,625.10",61.89,1.1713,7.56,253.1,58.34,67.53
10/13/2015,16:25:00,0:05:00,13/10/15 16:25,"1,624.10",62.02,1.1713,7.56,253.04,58.34,67.53
10/13/2015,16:30:00,0:05:00,13/10/15 16:30,"1,629.29",62.16,1.1712,7.55,253.13,58.33,67.52
10/13/2015,16:35:00,0:05:00,13/10/15 16:35,"1,630.98",62.29,1.1713,7.54,253.09,58.34,67.53
10/13/2015,16:40:00,0:05:00,13/10/15 16:40,"1,629.62",62.43,1.1713,7.53,253.17,58.34,67.53
10/13/2015,16:45:00,0:05:00,13/10/15 16:45,"1,625.83",62.56,1.1713,7.53,253.19,58.34,67.53
10/13/2015,16:50:00,0:05:00,13/10/15 16:50,"1,625.93",62.7,1.1713,7.53,253.18,58.33,67.53
10/13/2015,16:55:00,0:05:00,13/10/15 16:55,"1,625.52",62.83,1.1712,7.52,253.23,58.33,67.52
10/13/2015,17:00:00,0:05:00,13/10/15 17:00,"1,623.51",62.97,1.1713,7.51,253.22,58.33,67.53
10/13/2015,17:05:00,0:05:00,13/10/15 17:05,"1,614.19",63.1,1.1713,7.5,253.19,58.32,67.52
10/13/2015,17:10:00,0:05:00,13/10/15 17:10,"1,611.81",63.24,1.1713,7.5,253.25,58.32,67.52
10/13/2015,17:15:00,0:05:00,13/10/15 17:15,"1,610.98",63.37,1.1713,7.5,253.3,58.32,67.51
10/13/2015,17:20:00,0:05:00,13/10/15 17:20,"1,605.35",63.5,1.1713,7.5,253.2,58.32,67.52
10/13/2015,17:25:00,0:05:00,13/10/15 17:25,"1,602.06",63.64,1.1713,7.49,253.35,58.32,67.51
10/13/2015,17:30:00,0:05:00,13/10/15 17:30,"1,602.48",63.77,1.1713,7.49,253.27,58.31,67.5
10/13/2015,17:35:00,0:05:00,13/10/15 17:35,"1,601.60",63.9,1.1713,7.47,253.34,58.3,67.5
10/13/2015,17:40:00,0:05:00,13/10/15 17:40,"1,597.24",64.04,1.1713,7.47,253.34,58.3,67.5
10/13/2015,17:45:00,0:05:00,13/10/15 17:45,"1,595.03",64.17,1.1713,7.47,253.33,58.3,67.49
10/13/2015,17:50:00,0:05:00,13/10/15 17:50,"1,594.17",64.3,1.1713,7.46,253.3,58.3,67.49
10/13/2015,17:55:00,0:05:00,13/10/15 17:55,"1,594.76",64.43,1.1713,7.45,253.4,58.29,67.49
10/13/2015,18:00:00,0:05:00,13/10/15 18:00,"1,597.44",64.57,1.1713,7.45,253.35,58.29,67.48
10/13/2015,18:05:00,0:05:00,13/10/15 18:05,"1,599.83",64.7,1.1713,7.44,253.41,58.3,67.49
10/13/2015,18:10:00,0:05:00,13/10/15 18:10,"1,596.59",64.83,1.1713,7.43,253.44,58.29,67.48
10/13/2015,18:15:00,0:05:00,13/10/15 18:15,"1,593.10",64.97,1.1713,7.43,253.43,58.29,67.48
10/13/2015,18:20:00,0:05:00,13/10/15 18:20,"1,582.28",65.1,1.1714,7.42,253.44,58.28,67.48
10/13/2015,18:25:00,0:05:00,13/10/15 18:25,"1,578.35",65.23,1.1714,7.41,253.43,58.28,67.48
10/13/2015,18:30:00,0:05:00,13/10/15 18:30,"1,576.67",65.36,1.1714,7.4,253.5,58.27,67.47
10/13/2015,18:35:00,0:05:00,13/10/15 18:35,"1,575.31",65.49,1.1714,7.4,253.55,58.28,67.47
10/13/2015,18:40:00,0:05:00,13/10/15 18:40,"1,576.96",65.62,1.1714,7.4,253.5,58.27,67.47
10/13/2015,18:45:00,0:05:00,13/10/15 18:45,"1,576.29",65.75,1.1714,7.4,253.57,58.27,67.46
10/13/2015,18:50:00,0:05:00,13/10/15 18:50,"1,574.44",65.88,1.1714,7.4,253.46,58.27,67.47
10/13/2015,18:55:00,0:05:00,13/10/15 18:55,"1,573.04",66.02,1.1714,7.4,253.48,58.27,67.47
10/13/2015,19:00:00,0:05:00,13/10/15 19:00,"1,573.19",66.15,1.1714,7.39,253.52,58.27,67.47
10/13/2015,19:05:00,0:05:00,13/10/15 19:05,"1,572.55",66.28,1.1714,7.39,253.57,58.26,67.46
10/13/2015,19:10:00,0:05:00,13/10/15 19:10,"1,570.00",66.41,1.1714,7.38,253.44,58.27,67.46
10/13/2015,19:15:00,0:05:00,13/10/15 19:15,"1,564.11",66.54,1.1714,7.37,253.53,58.27,67.46
10/13/2015,19:20:00,0:05:00,13/10/15 19:20,"1,552.64",66.67,1.1714,7.37,253.54,58.27,67.46
10/13/2015,19:25:00,0:05:00,13/10/15 19:25,"1,554.65",66.8,1.1714,7.37,253.55,58.25,67.45
10/13/2015,19:30:00,0:05:00,13/10/15 19:30,"1,554.12",66.93,1.1714,7.37,253.55,58.25,67.44
10/13/2015,19:35:00,0:05:00,13/10/15 19:35,"1,553.68",67.05,1.1714,7.37,253.52,58.25,67.44
10/13/2015,19:40:00,0:05:00,13/10/15 19:40,"1,552.42",67.18,1.1714,7.36,253.63,58.24,67.43
10/13/2015,19:45:00,0:05:00,13/10/15 19:45,"1,552.44",67.31,1.1714,7.35,253.5,58.24,67.43
10/13/2015,19:50:00,0:05:00,13/10/15 19:50,"1,551.07",67.44,1.1714,7.34,253.61,58.24,67.43
10/13/2015,19:55:00,0:05:00,13/10/15 19:55,"1,550.43",67.57,1.1714,7.33,253.61,58.24,67.43
10/13/2015,20:00:00,0:05:00,13/10/15 20:00,"1,550.29",67.7,1.1714,7.31,253.67,58.23,67.43
10/13/2015,20:05:00,0:05:00,13/10/15 20:05,"1,549.32",67.83,1.1714,7.31,253.65,58.24,67.43
10/13/2015,20:10:00,0:05:00,13/10/15 20:10,"1,549.51",67.96,1.1714,7.31,253.71,58.23,67.42
10/13/2015,20:15:00,0:05:00,13/10/15 20:15,"1,555.99",68.09,1.1714,7.3,253.68,58.23,67.42
10/13/2015,20:20:00,0:05:00,13/10/15 20:20,"1,556.51",68.22,1.1714,7.3,253.68,58.23,67.43
10/13/2015,20:25:00,0:05:00,13/10/15 20:25,"1,554.09",68.35,1.1714,7.28,253.74,58.24,67.43
10/13/2015,20:30:00,0:05:00,13/10/15 20:30,"1,555.52",68.48,1.1714,7.28,253.7,58.23,67.43
10/13/2015,20:35:00,0:05:00,13/10/15 20:35,"1,552.95",68.6,1.1714,7.28,253.74,58.23,67.43
10/13/2015,20:40:00,0:05:00,13/10/15 20:40,"1,548.86",68.73,1.1714,7.28,253.73,58.23,67.43
10/13/2015,20:45:00,0:05:00,13/10/15 20:45,"1,545.83",68.86,1.1714,7.27,253.71,58.22,67.42
10/13/2015,20:50:00,0:05:00,13/10/15 20:50,"1,543.45",68.99,1.1714,7.25,253.85,58.23,67.42
10/13/2015,20:55:00,0:05:00,13/10/15 20:55,"1,543.39",69.12,1.1714,7.25,253.8,58.22,67.41
10/13/2015,21:00:00,0:05:00,13/10/15 21:00,"1,542.56",69.25,1.1714,7.25,253.84,58.22,67.41
10/13/2015,21:05:00,0:05:00,13/10/15 21:05,"1,538.58",69.37,1.1714,7.25,253.84,58.21,67.41
10/13/2015,21:10:00,0:05:00,13/10/15 21:10,"1,548.04",69.5,1.1714,7.24,253.81,58.21,67.4
10/13/2015,21:15:00,0:05:00,13/10/15 21:15,"1,553.22",69.63,1.172,7.55,263.62,58.21,67.41
10/13/2015,21:20:00,0:05:00,13/10/15 21:20,"1,573.51",69.76,1.1733,10.61,263.71,58.2,67.41
10/13/2015,21:25:00,0:05:00,13/10/15 21:25,"1,576.72",69.89,1.1732,12.26,253.82,58.2,67.41
10/13/2015,21:30:00,0:05:00,13/10/15 21:30,"1,576.04",70.03,1.1732,12.84,251.93,58.2,67.41
10/13/2015,21:35:00,0:05:00,13/10/15 21:35,"1,574.16",70.16,1.1732,13.18,250.6,58.2,67.41
10/13/2015,21:40:00,0:05:00,13/10/15 21:40,"1,571.55",70.29,1.1732,13.36,249.87,58.2,67.41
10/13/2015,21:45:00,0:05:00,13/10/15 21:45,"1,568.06",70.42,1.1732,13.48,249.49,58.2,67.41
10/13/2015,21:50:00,0:05:00,13/10/15 21:50,"1,564.99",70.55,1.1732,13.56,249.18,58.19,67.4
10/13/2015,21:55:00,0:05:00,13/10/15 21:55,"1,559.81",70.68,1.1732,13.62,248.96,58.18,67.39
10/13/2015,22:00:00,0:05:00,13/10/15 22:00,"1,529.28",70.81,1.1732,13.67,248.82,58.17,67.38
10/13/2015,22:05:00,0:05:00,13/10/15 22:05,"1,522.83",70.93,1.1733,13.72,248.62,58.15,67.36
10/13/2015,22:10:00,0:05:00,13/10/15 22:10,"1,519.03",71.06,1.1733,13.74,248.51,58.14,67.35
10/13/2015,22:15:00,0:05:00,13/10/15 22:15,"1,516.58",71.18,1.1733,13.76,248.37,58.13,67.34
10/13/2015,22:20:00,0:05:00,13/10/15 22:20,"1,514.38",71.31,1.1733,13.76,248.34,58.13,67.33
10/13/2015,22:25:00,0:05:00,13/10/15 22:25,"1,512.96",71.44,1.1733,13.76,248.3,58.11,67.32
10/13/2015,22:30:00,0:05:00,13/10/15 22:30,"1,508.07",71.56,1.1733,13.76,248.26,58.12,67.32
10/13/2015,22:35:00,0:05:00,13/10/15 22:35,"1,504.92",71.69,1.1733,13.74,248.18,58.1,67.3
10/13/2015,22:40:00,0:05:00,13/10/15 22:40,"1,503.99",71.81,1.1733,13.73,248.17,58.1,67.3
10/13/2015,22:45:00,0:05:00,13/10/15 22:45,"1,510.28",71.94,1.1733,13.71,248.21,58.09,67.3
10/13/2015,22:50:00,0:05:00,13/10/15 22:50,"1,502.26",72.06,1.1733,13.69,248.22,58.1,67.3
10/13/2015,22:55:00,0:05:00,13/10/15 22:55,"1,497.69",72.19,1.1733,13.68,248.19,58.09,67.29
10/13/2015,23:00:00,0:05:00,13/10/15 23:00,"1,492.95",72.31,1.1733,13.66,248.17,58.07,67.28
10/13/2015,23:05:00,0:05:00,13/10/15 23:05,"1,486.59",72.43,1.1733,13.64,248.28,58.06,67.27
10/13/2015,23:10:00,0:05:00,13/10/15 23:10,"1,484.03",72.56,1.1733,13.63,248.32,58.05,67.26
10/13/2015,23:15:00,0:05:00,13/10/15 23:15,"1,483.35",72.68,1.1733,13.63,248.34,58.04,67.25
10/13/2015,23:20:00,0:05:00,13/10/15 23:20,"1,481.46",72.8,1.1733,13.62,248.32,58.03,67.23
10/13/2015,23:25:00,0:05:00,13/10/15 23:25,"1,479.68",72.93,1.1734,13.61,248.3,58.01,67.22
10/13/2015,23:30:00,0:05:00,13/10/15 23:30,"1,476.54",73.05,1.1734,13.59,248.34,58,67.21
10/13/2015,23:35:00,0:05:00,13/10/15 23:35,"1,472.77",73.17,1.1733,13.58,248.33,58,67.2
10/13/2015,23:40:00,0:05:00,13/10/15 23:40,"1,473.70",73.3,1.1733,13.56,248.34,57.99,67.2
10/13/2015,23:45:00,0:05:00,13/10/15 23:45,"1,471.17",73.42,1.1733,13.54,248.35,57.98,67.19
10/13/2015,23:50:00,0:05:00,13/10/15 23:50,"1,468.49",73.54,1.1733,13.52,248.34,57.97,67.18
10/13/2015,23:55:00,0:05:00,13/10/15 23:55,"1,465.32",73.66,1.1733,13.5,248.34,57.97,67.17
10/14/2015,0:00:00,0:05:00,14/10/15 0:00,"1,458.67",73.78,1.1733,13.49,248.34,57.96,67.17
10/14/2015,0:05:00,0:05:00,14/10/15 0:05,"1,451.24",73.903,1.1733,13.48,248.39,57.93,67.14
10/14/2015,0:10:00,0:05:00,14/10/15 0:10,"1,449.42",74.024,1.1733,13.47,248.38,57.96,67.17
10/14/2015,0:15:00,0:05:00,14/10/15 0:15,"1,446.76",74.144,1.1734,13.45,248.34,57.95,67.16
10/14/2015,0:20:00,0:05:00,14/10/15 0:20,"1,445.06",74.264,1.1733,13.41,248.34,57.95,67.16
10/14/2015,0:25:00,0:05:00,14/10/15 0:25,"1,444.19",74.384,1.1734,13.37,248.45,57.94,67.15
10/14/2015,0:30:00,0:05:00,14/10/15 0:30,"1,442.25",74.504,1.1734,13.35,248.58,57.94,67.15
10/14/2015,0:35:00,0:05:00,14/10/15 0:35,"1,438.89",74.624,1.1733,13.36,248.61,57.93,67.14
10/14/2015,0:40:00,0:05:00,14/10/15 0:40,"1,438.96",74.744,1.1733,13.37,248.58,57.93,67.14
10/14/2015,0:45:00,0:05:00,14/10/15 0:45,"1,437.24",74.863,1.1734,13.38,248.54,57.93,67.14
10/14/2015,0:50:00,0:05:00,14/10/15 0:50,"1,434.02",74.983,1.1733,13.36,248.54,57.93,67.14
10/14/2015,0:55:00,0:05:00,14/10/15 0:55,"1,431.18",75.102,1.1734,13.33,248.47,57.92,67.13
10/14/2015,1:00:00,0:05:00,14/10/15 1:00,"1,428.81",75.22,1.1735,13.3,248.54,57.92,67.13
10/14/2015,1:05:00,0:05:00,14/10/15 1:05,"1,429.84",75.339,1.1735,13.27,248.57,57.91,67.12
10/14/2015,1:10:00,0:05:00,14/10/15 1:10,"1,429.81",75.458,1.1735,13.25,248.6,57.91,67.12
10/14/2015,1:15:00,0:05:00,14/10/15 1:15,"1,424.97",75.577,1.1735,13.23,248.71,57.92,67.12
10/14/2015,1:20:00,0:05:00,14/10/15 1:20,"1,424.11",75.695,1.1735,13.23,248.65,57.91,67.12
10/14/2015,1:25:00,0:05:00,14/10/15 1:25,"1,420.76",75.813,1.1735,13.21,248.74,57.9,67.11
10/14/2015,1:30:00,0:05:00,14/10/15 1:30,"1,424.41",75.932,1.1735,13.19,248.67,57.91,67.12
10/14/2015,1:35:00,0:05:00,14/10/15 1:35,"1,419.48",76.05,1.1735,13.15,248.69,57.89,67.1
10/14/2015,1:40:00,0:05:00,14/10/15 1:40,"1,415.59",76.168,1.1735,13.13,248.76,57.9,67.11
10/14/2015,1:45:00,0:05:00,14/10/15 1:45,"1,412.49",76.285,1.1735,13.11,248.77,57.89,67.1
10/14/2015,1:50:00,0:05:00,14/10/15 1:50,"1,409.11",76.402,1.1735,13.1,248.75,57.89,67.1
10/14/2015,1:55:00,0:05:00,14/10/15 1:55,"1,407.93",76.519,1.1735,13.09,248.83,57.88,67.09
10/14/2015,2:00:00,0:05:00,14/10/15 2:00,"1,405.57",76.636,1.1735,13.07,248.78,57.88,67.09
10/14/2015,2:05:00,0:05:00,14/10/15 2:05,"1,409.99",76.753,1.1735,13.07,248.75,57.88,67.09
10/14/2015,2:10:00,0:05:00,14/10/15 2:10,"1,402.38",76.87,1.1735,13.07,248.86,57.87,67.08
10/14/2015,2:15:00,0:05:00,14/10/15 2:15,"1,400.48",76.986,1.1735,13.07,248.77,57.87,67.08
10/14/2015,2:20:00,0:05:00,14/10/15 2:20,"1,398.34",77.103,1.1735,13.06,248.76,57.86,67.07
10/14/2015,2:25:00,0:05:00,14/10/15 2:25,"1,394.72",77.219,1.1735,13.05,248.77,57.86,67.07
10/14/2015,2:30:00,0:05:00,14/10/15 2:30,"1,394.47",77.335,1.1735,13.05,248.76,57.86,67.07
10/14/2015,2:35:00,0:05:00,14/10/15 2:35,"1,390.34",77.45,1.1735,13.06,248.76,57.85,67.06
10/14/2015,2:40:00,0:05:00,14/10/15 2:40,"1,388.16",77.566,1.1735,13.07,248.75,57.84,67.05
10/14/2015,2:45:00,0:05:00,14/10/15 2:45,"1,385.38",77.681,1.1735,13.06,248.75,57.84,67.05
10/14/2015,2:50:00,0:05:00,14/10/15 2:50,"1,384.81",77.796,1.1735,13.05,248.64,57.83,67.04
10/14/2015,2:55:00,0:05:00,14/10/15 2:55,"1,383.57",77.911,1.1736,13.01,248.59,57.83,67.04
10/14/2015,3:00:00,0:05:00,14/10/15 3:00,"1,378.66",78.026,1.1736,12.97,248.65,57.83,67.04
10/14/2015,3:05:00,0:05:00,14/10/15 3:05,"1,373.89",78.14,1.1736,12.91,248.61,57.83,67.04
10/14/2015,3:10:00,0:05:00,14/10/15 3:10,"1,370.08",78.254,1.1737,12.83,248.72,57.83,67.04
10/14/2015,3:15:00,0:05:00,14/10/15 3:15,"1,369.27",78.368,1.1737,12.74,248.88,57.81,67.02
10/14/2015,3:20:00,0:05:00,14/10/15 3:20,"1,368.27",78.482,1.1738,12.68,249.19,57.81,67.02
10/14/2015,3:25:00,0:05:00,14/10/15 3:25,"1,368.30",78.595,1.1737,12.66,249.36,57.81,67.02
10/14/2015,3:30:00,0:05:00,14/10/15 3:30,"1,364.70",78.709,1.1737,12.64,249.41,57.81,67.02
10/14/2015,3:35:00,0:05:00,14/10/15 3:35,"1,363.66",78.822,1.1737,12.66,249.46,57.79,67
10/14/2015,3:40:00,0:05:00,14/10/15 3:40,"1,363.17",78.936,1.1737,12.67,249.43,57.8,67.01
10/14/2015,3:45:00,0:05:00,14/10/15 3:45,"1,363.17",79.049,1.1737,12.67,249.42,57.79,67
10/14/2015,3:50:00,0:05:00,14/10/15 3:50,"1,360.95",79.162,1.1737,12.68,249.35,57.79,67
10/14/2015,3:55:00,0:05:00,14/10/15 3:55,"1,362.40",79.275,1.1737,12.67,249.33,57.79,67
10/14/2015,4:00:00,0:05:00,14/10/15 4:00,"1,360.33",79.388,1.1737,12.67,249.33,57.78,67
10/14/2015,4:05:00,0:05:00,14/10/15 4:05,"1,354.14",79.501,1.1737,12.65,249.32,57.79,67
10/14/2015,4:10:00,0:05:00,14/10/15 4:10,"1,349.41",79.613,1.1738,12.64,249.29,57.77,66.98
10/14/2015,4:15:00,0:05:00,14/10/15 4:15,"1,348.27",79.725,1.1738,12.61,249.28,57.76,66.97
10/14/2015,4:20:00,0:05:00,14/10/15 4:20,"1,347.79",79.837,1.1738,12.59,249.29,57.76,66.97
10/14/2015,4:25:00,0:05:00,14/10/15 4:25,"1,345.26",79.949,1.1738,12.55,249.2,57.76,66.97
10/14/2015,4:30:00,0:05:00,14/10/15 4:30,"1,340.97",80.061,1.1738,12.49,249.18,57.76,66.98
10/14/2015,4:35:00,0:05:00,14/10/15 4:35,"1,336.16",80.172,1.1738,12.4,249.37,57.75,66.96
10/14/2015,4:40:00,0:05:00,14/10/15 4:40,"1,336.93",80.283,1.1739,12.35,249.53,57.75,66.96
10/14/2015,4:45:00,0:05:00,14/10/15 4:45,"1,331.91",80.394,1.1739,12.3,249.71,57.74,66.95
10/14/2015,4:50:00,0:05:00,14/10/15 4:50,"1,332.09",80.505,1.1739,12.27,249.96,57.74,66.95
10/14/2015,4:55:00,0:05:00,14/10/15 4:55,"1,332.74",80.615,1.1739,12.28,249.88,57.73,66.94
10/14/2015,5:00:00,0:05:00,14/10/15 5:00,"1,333.16",80.726,1.1739,12.27,249.9,57.73,66.94
10/14/2015,5:05:00,0:05:00,14/10/15 5:05,"1,328.96",80.837,1.1739,12.27,249.95,57.73,66.94
10/14/2015,5:10:00,0:05:00,14/10/15 5:10,"1,334.31",80.948,1.174,12.26,249.87,57.72,66.94
10/14/2015,5:15:00,0:05:00,14/10/15 5:15,"1,330.55",81.058,1.174,12.25,249.94,57.72,66.93
10/14/2015,5:20:00,0:05:00,14/10/15 5:20,"1,330.54",81.169,1.174,12.25,249.83,57.72,66.94
10/14/2015,5:25:00,0:05:00,14/10/15 5:25,"1,328.35",81.279,1.174,12.23,249.85,57.72,66.93
10/14/2015,5:30:00,0:05:00,14/10/15 5:30,"1,324.03",81.389,1.174,12.21,249.82,57.72,66.93
10/14/2015,5:35:00,0:05:00,14/10/15 5:35,"1,320.82",81.499,1.174,12.19,249.81,57.71,66.93
10/14/2015,5:40:00,0:05:00,14/10/15 5:40,"1,323.72",81.609,1.174,12.17,249.81,57.7,66.91
10/14/2015,5:45:00,0:05:00,14/10/15 5:45,"1,320.41",81.719,1.174,12.15,249.82,57.7,66.92
10/14/2015,5:50:00,0:05:00,14/10/15 5:50,"1,318.62",81.829,1.174,12.13,249.91,57.7,66.91
10/14/2015,5:55:00,0:05:00,14/10/15 5:55,"1,316.54",81.938,1.174,12.09,249.84,57.69,66.91
10/14/2015,6:00:00,0:05:00,14/10/15 6:00,"1,316.15",82.048,1.1741,12.05,249.94,57.69,66.9
10/14/2015,6:05:00,0:05:00,14/10/15 6:05,"1,403.78",82.164,1.1741,12.03,249.84,57.68,66.9
10/14/2015,6:10:00,0:05:00,14/10/15 6:10,"1,874.39",82.32,1.174,11.87,249.84,57.87,67.08
10/14/2015,6:15:00,0:05:00,14/10/15 6:15,"1,891.72",82.478,1.1739,11.76,250.92,58.16,67.37
10/14/2015,6:20:00,0:05:00,14/10/15 6:20,"1,903.95",82.636,1.1739,11.77,251.15,58.29,67.5
10/14/2015,6:25:00,0:05:00,14/10/15 6:25,"1,931.84",82.797,1.1739,11.79,251.07,58.38,67.59
10/14/2015,6:30:00,0:05:00,14/10/15 6:30,"1,931.63",82.958,1.1739,11.78,251.09,58.44,67.65
10/14/2015,6:35:00,0:05:00,14/10/15 6:35,"1,936.95",83.119,1.1739,11.78,251.16,58.48,67.7
